employee_id,name,years_in_company,department,education_level,job_level,current_salary,previous_promotions,last_promotion_year,performance_score,manager_feedback,peer_feedback,kpi_score,training_hours_completed,certifications_count,innovation_score,attendance_rate,overtime_hours,internal_initiatives,team_collaboration_score,mentorship_score,disciplinary_actions,project_delivery_success_rate,client_feedback_score,skill_progression_score,cross_functional_exposure,workload_balance,learning_agility,department_budget_factor,vacant_positions_in_level,policy_override_flag,remote_work_eligibility,promotion_received,promotion_year,salary_increase_percent,explanation_notes
E00754,Employee_754,19,Operations,Diploma,Manager,2182923,2,2008,4.67,5.0,4.47,1.0,66,2,0.31,0.94,12,0,1.0,0.24,0,0.96,2.2,0.61,3,0.34,0.43,1.25,0,True,False,0,,0,
E00755,Employee_755,2,Sales,PhD,Entry,747915,0,2023,2.7,2.28,2.87,1.0,33,1,0.22,1.0,14,1,0.76,0.48,0,0.69,3.08,0.37,0,0.82,0.46,0.92,1,False,True,0,,0,
E00756,Employee_756,2,Legal,Master,Leadership,3162400,0,2023,1.95,2.3,2.8,0.99,19,0,0.24,0.88,10,2,0.7,0.66,0,0.56,3.86,0.49,3,0.81,0.73,0.93,0,False,False,0,,0,
E00757,Employee_757,9,IT,Diploma,Mid,648599,3,2018,3.78,3.46,4.26,1.0,2,1,0.3,0.95,9,3,0.84,1.0,0,0.58,4.17,0.78,1,0.43,0.27,1.32,0,False,True,0,,0,
E00758,Employee_758,11,Legal,Master,Mid,1129298,3,2024,4.45,4.37,2.37,1.0,30,2,0.06,0.98,18,0,0.57,0.64,0,0.83,3.62,0.67,1,0.63,0.29,0.93,0,False,False,0,,0,
E00759,Employee_759,7,Finance,Diploma,Manager,2283245,0,2018,1.99,3.01,3.04,0.97,10,2,0.13,0.94,15,2,0.93,0.66,0,0.78,3.38,0.36,3,0.74,0.13,1.22,0,False,False,0,,0,
E00760,Employee_760,13,Sales,PhD,Mid,992376,0,2020,2.28,2.64,4.4,0.87,80,3,0.34,0.95,5,3,0.53,0.45,1,0.68,5.0,0.71,1,0.56,0.58,1.4,3,True,False,0,,0,
E00761,Employee_761,15,Finance,Bachelor,Senior,1514766,0,2012,2.12,1.97,3.85,0.88,17,2,0.14,1.0,3,2,0.97,0.09,0,0.95,2.98,0.86,3,0.39,0.79,0.86,0,False,False,0,,0,
E00762,Employee_762,2,Legal,PhD,Mid,932817,0,2023,2.4,2.87,3.32,0.83,20,2,0.28,0.93,54,3,0.84,0.4,0,1.0,3.57,0.59,1,1.0,0.39,0.95,0,False,False,0,,0,
E00763,Employee_763,19,IT,PhD,Mid,1028287,2,2014,3.66,2.52,3.95,0.98,46,5,0.25,0.93,11,0,1.0,0.36,0,0.87,3.41,0.59,4,0.51,0.86,1.0,0,False,False,0,,0,
E00764,Employee_764,11,Finance,PhD,Entry,630589,1,2017,4.16,3.45,3.48,1.0,31,2,0.04,0.92,64,3,0.7,0.07,0,0.87,4.26,0.73,2,0.84,0.77,1.21,3,False,True,0,,0,
E00765,Employee_765,24,IT,PhD,Senior,1469711,3,2009,3.66,3.53,2.79,1.0,39,3,0.2,0.94,0,0,0.46,0.58,0,0.6,5.0,0.58,1,0.69,0.67,1.25,1,False,False,0,,0,
E00766,Employee_766,16,Sales,Bachelor,Senior,1010923,2,2020,2.33,2.8,1.09,0.76,56,0,0.18,0.84,125,3,0.51,0.4,0,0.86,4.68,0.66,3,0.62,0.26,0.7,3,False,False,0,,0,
E00767,Employee_767,22,Finance,PhD,Mid,690537,0,2013,2.64,3.17,3.62,1.0,31,1,0.03,0.95,15,2,0.71,1.0,1,0.53,3.74,0.34,3,0.82,0.77,1.17,1,False,False,0,,0,
E00768,Employee_768,10,IT,Bachelor,Manager,1591350,0,2019,2.85,3.1,2.9,1.0,27,4,0.35,0.97,1,0,0.57,1.0,1,0.59,3.35,0.76,5,1.0,1.0,1.26,3,False,False,0,,0,
E00769,Employee_769,17,IT,PhD,Entry,620315,0,2011,2.52,2.19,3.33,0.82,24,6,0.24,0.99,15,2,0.0,0.9,0,0.76,3.48,0.28,2,0.59,0.41,1.02,0,False,False,0,,0,
E00770,Employee_770,17,Operations,PhD,Entry,692312,3,2009,2.68,3.08,1.96,1.0,35,3,0.25,0.93,57,1,0.6,0.47,0,1.0,2.95,0.9,0,0.75,0.15,1.35,2,False,False,0,,0,
E00771,Employee_771,10,IT,Diploma,Senior,1495668,2,2022,3.04,2.53,5.0,1.0,4,1,0.46,0.98,0,2,0.77,0.4,0,1.0,3.31,0.58,5,0.63,0.96,1.0,1,False,True,0,,0,
E00772,Employee_772,11,IT,Master,Manager,1991243,1,2021,3.72,4.63,4.68,1.0,31,3,0.18,0.99,50,1,0.69,0.66,0,0.88,4.06,0.43,5,0.44,0.58,0.85,3,False,False,0,,0,
E00773,Employee_773,23,IT,Master,Entry,688836,3,2002,3.45,2.66,2.95,1.0,61,5,0.13,0.92,22,0,0.92,0.23,1,1.0,3.66,0.49,3,0.97,0.13,0.85,2,True,True,0,,0,
E00774,Employee_774,24,IT,Master,Senior,1285734,1,2017,3.04,2.23,3.19,0.82,45,4,0.59,1.0,40,2,0.83,0.0,0,0.67,3.47,0.69,5,0.63,0.72,1.1,2,False,False,0,,0,
E00775,Employee_775,5,Operations,Diploma,Leadership,3315903,1,2021,3.62,2.67,3.53,1.0,29,1,0.27,0.96,13,3,0.4,0.33,0,0.75,4.28,0.51,5,0.53,0.44,1.03,2,False,True,0,,0,
E00776,Employee_776,16,IT,Diploma,Mid,920734,3,2015,4.42,3.92,2.93,0.89,29,2,0.21,0.9,5,2,0.83,1.0,0,0.69,3.61,0.38,5,0.97,0.69,0.64,1,False,False,0,,0,
E00777,Employee_777,7,Operations,Bachelor,Entry,556204,1,2018,3.77,2.99,3.57,1.0,26,2,0.26,0.95,12,0,0.14,0.24,0,0.75,4.62,0.27,0,0.6,0.15,0.91,1,False,False,0,,0,
E00778,Employee_778,23,Finance,Bachelor,Mid,1102256,1,2017,2.54,2.82,3.29,0.93,54,3,0.27,0.86,28,1,0.67,0.13,0,0.59,3.72,0.25,5,0.7,0.94,0.78,1,False,True,0,,0,
E00779,Employee_779,0,Legal,Bachelor,Senior,1553536,0,2025,2.89,2.55,3.47,1.0,23,2,0.23,0.99,2,3,0.72,0.43,0,0.8,4.07,0.43,4,0.75,1.0,0.78,2,False,False,0,,0,
E00780,Employee_780,13,Operations,Bachelor,Entry,714228,2,2022,4.35,4.64,4.46,0.95,44,1,0.37,0.99,10,2,0.84,0.0,0,0.95,4.1,0.56,3,0.31,0.1,1.19,0,False,False,0,,0,
E00781,Employee_781,23,HR,Bachelor,Mid,900882,0,2008,2.67,2.06,2.86,1.0,50,1,0.12,0.78,12,0,0.74,0.8,0,0.74,4.33,0.48,4,0.88,0.48,1.3,1,False,False,0,,0,
E00782,Employee_782,9,Finance,Diploma,Entry,548865,1,2020,2.6,3.06,4.35,1.0,44,2,0.24,0.92,22,0,0.76,0.58,0,0.74,3.9,0.17,3,0.49,1.0,1.29,0,False,False,0,,0,
E00783,Employee_783,7,Legal,Master,Entry,499958,1,2019,2.28,1.38,2.71,1.0,40,4,0.25,0.95,25,2,1.0,0.62,0,0.96,4.65,0.39,4,0.76,0.21,1.21,2,False,True,0,,0,
E00784,Employee_784,17,Finance,PhD,Entry,609702,3,2024,3.15,3.48,4.62,1.0,37,4,0.09,0.9,9,3,0.36,0.61,0,0.64,4.93,0.37,1,0.78,0.62,0.75,0,False,True,0,,0,
E00785,Employee_785,3,Sales,PhD,Senior,1384287,0,2023,1.28,2.12,3.74,0.64,40,1,0.22,0.96,11,2,1.0,0.28,0,0.75,4.17,0.73,5,0.6,0.68,1.34,2,False,True,0,,0,
E00786,Employee_786,15,Legal,Bachelor,Senior,1372804,0,2012,2.24,1.39,3.75,1.0,41,4,0.61,0.96,117,1,0.68,0.4,0,0.87,3.26,0.77,2,0.09,0.76,1.15,2,False,False,0,,0,
E00787,Employee_787,18,Finance,Master,Mid,1021172,0,2014,2.84,2.82,4.46,1.0,81,6,0.08,0.86,3,0,0.31,0.47,0,0.91,3.8,0.63,3,0.78,0.63,0.86,0,False,True,0,,0,
E00788,Employee_788,5,Legal,Diploma,Mid,918608,0,2025,3.19,2.96,4.45,0.79,44,2,0.25,0.95,6,1,0.84,0.74,0,0.74,5.0,0.44,1,0.93,1.0,1.4,0,False,True,0,,0,
E00789,Employee_789,1,Legal,Bachelor,Mid,1121402,0,2025,2.23,1.37,3.15,1.0,33,1,0.38,0.91,28,1,0.46,0.38,0,0.78,5.0,0.41,4,0.68,0.17,0.97,2,True,True,0,,0,
E00790,Employee_790,3,Sales,PhD,Entry,650592,1,2022,3.46,3.79,4.55,0.85,33,1,0.24,0.99,23,2,0.83,0.34,0,0.63,3.34,0.86,2,0.71,0.7,0.8,2,False,False,1,2025.0,13,
E00791,Employee_791,25,IT,PhD,Entry,629581,3,2015,3.76,4.39,2.73,0.97,55,6,0.48,1.0,182,1,0.68,0.49,1,0.53,4.6,0.85,0,0.77,0.34,0.74,2,False,False,0,,0,
E00792,Employee_792,0,HR,Bachelor,Manager,2021188,0,2025,3.46,3.89,3.61,1.0,30,1,0.15,1.0,50,1,0.73,0.45,1,0.71,3.74,0.28,2,0.5,0.83,0.9,3,False,False,0,,0,
E00793,Employee_793,11,HR,Master,Senior,1903622,0,2022,3.36,4.73,3.16,1.0,41,3,0.45,0.96,18,1,1.0,0.61,0,0.81,3.27,0.55,0,0.97,0.69,0.94,3,False,False,0,,0,
E00794,Employee_794,13,Finance,Bachelor,Leadership,4405039,2,2019,3.43,3.46,3.96,0.88,50,5,0.04,0.92,94,0,0.28,0.07,0,0.85,4.42,0.31,4,0.5,0.66,0.87,3,False,False,0,,0,
E00795,Employee_795,12,IT,Master,Entry,460909,3,2020,2.13,1.0,2.51,0.8,26,2,0.32,0.88,40,0,0.53,0.41,0,0.74,3.64,0.43,5,0.39,0.06,0.92,0,False,True,0,,0,
E00796,Employee_796,21,Sales,Master,Mid,794200,3,2010,3.62,3.55,3.18,1.0,36,4,0.17,0.93,53,2,0.43,0.34,0,0.71,4.69,0.57,0,0.92,0.91,0.65,0,False,True,0,,0,
E00797,Employee_797,19,HR,Master,Entry,410712,3,2019,3.56,4.4,3.95,1.0,35,2,0.4,0.92,18,0,1.0,0.0,0,0.88,4.65,0.39,1,0.88,0.3,1.0,1,False,False,0,,0,
E00798,Employee_798,20,Finance,Bachelor,Entry,590537,0,2015,3.17,3.58,3.22,0.83,42,1,0.17,0.94,15,1,0.93,0.34,0,0.8,3.84,0.41,4,0.74,0.61,0.96,0,False,False,0,,0,
E00799,Employee_799,4,Operations,Bachelor,Manager,1948585,1,2025,3.01,2.7,4.46,1.0,22,3,0.48,0.94,40,1,0.65,0.43,0,0.55,2.61,0.4,4,0.75,0.38,0.8,3,False,False,0,,0,
E00800,Employee_800,2,Finance,Bachelor,Entry,645170,0,2024,3.49,4.45,4.19,1.0,31,0,0.35,0.84,43,2,0.93,0.35,0,0.9,2.58,0.71,4,0.43,0.63,0.99,1,False,False,1,2025.0,17,
E00801,Employee_801,3,Operations,PhD,Leadership,3826394,1,2022,3.76,4.58,2.5,1.0,18,2,0.24,0.96,30,2,0.73,0.55,0,0.74,3.46,0.38,2,0.44,0.66,1.29,1,False,False,0,,0,
E00802,Employee_802,4,Sales,Diploma,Senior,1477277,0,2022,3.85,3.44,3.55,1.0,28,7,0.57,0.96,5,1,0.45,0.73,0,0.74,1.82,0.69,0,0.45,0.25,1.0,3,False,True,0,,0,
E00803,Employee_803,11,Sales,Diploma,Mid,1041110,0,2025,3.3,3.16,3.58,1.0,40,1,0.37,0.99,90,0,0.65,0.33,0,0.78,4.11,0.67,1,0.44,0.62,0.8,3,False,True,0,,0,
E00804,Employee_804,21,IT,Master,Senior,1216085,0,2022,2.4,1.9,3.33,0.94,54,2,0.09,0.85,28,2,0.21,0.23,0,0.96,5.0,0.32,4,0.68,0.47,0.79,3,False,True,0,,0,
E00805,Employee_805,16,Operations,Bachelor,Senior,1277321,1,2013,4.36,3.56,3.14,1.0,45,4,0.07,0.95,17,1,0.38,0.93,0,0.51,3.58,0.43,3,0.64,0.62,0.87,2,False,True,0,,0,
E00806,Employee_806,16,Operations,Diploma,Entry,501718,1,2020,3.46,4.69,3.52,1.0,25,0,0.64,0.99,2,1,0.67,0.44,0,1.0,4.33,1.0,2,0.75,0.57,0.95,1,False,True,0,,0,
E00807,Employee_807,10,Operations,Diploma,Entry,590813,2,2015,2.11,2.13,2.9,0.87,35,1,0.13,0.87,24,0,0.64,0.86,0,0.6,2.48,0.85,2,0.61,0.54,0.9,1,False,True,0,,0,
E00808,Employee_808,17,HR,Bachelor,Senior,1093108,3,2009,2.55,3.31,5.0,1.0,40,0,0.06,0.94,82,1,0.75,0.7,0,0.97,4.48,0.53,1,0.77,0.57,0.98,0,False,False,0,,0,
E00809,Employee_809,8,IT,PhD,Entry,644923,2,2020,3.53,4.53,2.96,1.0,62,1,0.33,1.0,15,1,0.57,0.27,0,0.81,3.26,0.73,4,0.62,0.79,1.15,3,False,False,0,,0,
E00810,Employee_810,1,Operations,Bachelor,Manager,1282081,0,2024,4.69,4.05,3.99,1.0,46,1,0.27,0.98,77,0,0.99,0.78,0,1.0,4.05,0.84,3,0.88,1.0,1.09,2,False,False,1,2025.0,10,
E00811,Employee_811,4,IT,Diploma,Entry,640320,0,2022,2.49,2.61,3.46,0.89,31,4,0.09,0.96,11,0,0.7,0.41,0,0.77,4.05,0.76,5,0.34,0.6,1.16,3,False,False,0,,0,
E00812,Employee_812,6,Finance,PhD,Senior,1215064,2,2023,4.47,5.0,3.85,0.88,23,1,0.4,0.92,14,0,0.6,0.76,0,1.0,3.02,0.57,1,0.59,0.54,0.6,3,False,False,0,,0,
E00813,Employee_813,7,Legal,Diploma,Senior,967774,1,2021,1.8,1.31,3.27,0.65,35,1,0.3,0.95,11,2,0.85,0.67,0,0.78,3.57,0.64,0,0.36,0.76,1.01,0,False,False,0,,0,
E00814,Employee_814,24,Operations,Diploma,Mid,988422,0,2007,4.34,3.9,4.04,1.0,40,2,0.31,0.94,48,2,0.75,0.39,0,0.92,2.69,0.38,4,0.38,0.36,0.97,1,True,False,0,,0,
E00815,Employee_815,22,Legal,Master,Mid,1086639,1,2009,2.98,2.17,2.87,0.97,54,4,0.58,0.92,66,0,0.48,0.99,1,0.79,4.42,0.74,2,0.99,0.48,1.08,3,True,False,0,,0,
E00816,Employee_816,1,HR,PhD,Mid,865312,0,2024,3.24,3.93,3.69,0.94,15,0,0.38,0.88,50,2,0.47,0.54,1,0.54,3.35,0.86,0,0.67,0.64,1.33,1,False,False,1,2025.0,15,
E00817,Employee_817,7,Sales,Bachelor,Mid,1310168,2,2019,2.63,2.06,4.06,1.0,47,1,0.61,0.92,2,1,0.15,0.78,0,0.54,4.76,0.68,4,0.48,0.73,1.18,3,False,True,0,,0,
E00818,Employee_818,5,Legal,Master,Entry,527804,1,2025,2.33,2.88,3.26,0.91,35,1,0.24,0.98,48,3,0.84,0.18,0,0.56,5.0,0.59,0,0.99,0.48,1.02,0,False,True,0,,0,
E00819,Employee_819,17,Sales,PhD,Leadership,3050993,1,2010,3.37,2.52,2.14,1.0,44,4,0.1,0.86,51,0,0.52,0.3,0,0.75,2.85,0.62,2,0.29,0.96,1.0,3,False,False,0,,0,
E00820,Employee_820,18,Operations,Bachelor,Entry,484600,2,2017,3.75,3.63,3.51,1.0,26,1,0.56,0.88,30,2,0.24,0.45,0,0.89,3.76,0.16,1,0.73,0.93,0.89,0,False,True,0,,0,
E00821,Employee_821,19,Sales,Diploma,Leadership,4036719,0,2013,1.91,2.35,3.89,0.85,14,2,0.38,0.96,20,1,0.84,0.49,0,0.91,5.0,0.68,0,0.77,0.72,0.85,0,False,False,0,,0,
E00822,Employee_822,4,Legal,Diploma,Entry,506975,1,2025,3.64,4.02,3.12,1.0,18,1,0.13,0.92,4,3,0.23,0.37,1,0.84,4.24,0.14,0,0.87,0.64,1.08,3,False,True,0,,0,
E00823,Employee_823,23,HR,PhD,Entry,514175,1,2017,2.03,2.12,4.06,1.0,46,1,0.14,0.86,43,1,0.25,0.68,0,0.86,3.6,0.54,0,1.0,0.76,0.9,3,False,False,0,,0,
E00824,Employee_824,11,Operations,Master,Senior,1186721,1,2016,3.22,4.08,3.99,0.92,1,4,0.26,0.88,6,1,0.7,0.83,0,1.0,3.25,0.57,3,0.16,0.74,1.11,0,False,False,0,,0,
E00825,Employee_825,5,Operations,Master,Entry,531606,0,2023,4.46,4.21,3.14,1.0,25,0,0.38,0.83,145,3,0.03,0.5,0,0.78,2.28,0.28,2,0.56,1.0,1.19,3,False,False,0,,0,
E00826,Employee_826,24,Sales,Diploma,Entry,591120,3,2014,3.32,2.85,2.63,0.98,43,2,0.1,0.94,43,0,0.58,0.35,0,0.65,4.42,0.72,3,0.57,0.56,1.08,1,False,True,0,,0,
E00827,Employee_827,19,Legal,Master,Mid,1036746,0,2020,3.9,2.86,3.37,0.93,44,2,0.55,0.97,35,3,1.0,0.13,0,1.0,2.02,0.84,0,0.56,0.27,0.95,2,False,False,0,,0,
E00828,Employee_828,6,Operations,PhD,Manager,1600356,0,2023,2.41,4.23,4.43,0.86,14,2,0.02,0.89,42,1,0.76,0.38,0,0.97,2.74,0.13,0,1.0,1.0,1.04,0,False,False,0,,0,
E00829,Employee_829,0,HR,Bachelor,Manager,1593618,0,2025,2.15,2.3,2.58,0.94,11,1,0.05,0.94,6,1,0.91,0.23,0,0.96,2.75,0.64,5,0.35,0.78,1.03,1,False,False,0,,0,
E00830,Employee_830,1,Operations,PhD,Senior,1500491,0,2024,2.71,3.8,3.95,0.98,24,0,0.29,0.96,16,0,0.58,1.0,0,0.9,3.47,0.75,0,0.54,0.67,1.18,2,False,False,0,,0,
E00831,Employee_831,21,HR,PhD,Mid,941546,2,2024,2.77,2.57,3.38,0.99,36,6,0.25,0.93,33,1,0.42,0.8,1,0.65,4.98,0.18,3,0.0,0.88,0.9,1,False,True,0,,0,
E00832,Employee_832,8,Sales,Bachelor,Mid,1073595,1,2019,2.42,2.47,3.71,0.89,17,2,0.04,0.94,45,2,0.49,0.12,0,0.75,2.61,0.54,0,0.88,0.72,0.67,3,False,True,1,2025.0,19,
E00833,Employee_833,25,IT,Diploma,Entry,466666,3,2013,3.77,4.87,2.74,0.84,47,1,0.32,0.89,29,3,1.0,0.62,0,0.89,3.77,0.85,2,0.39,0.7,0.83,1,False,True,0,,0,
E00834,Employee_834,5,Sales,Bachelor,Mid,905587,0,2020,1.81,1.89,2.86,0.92,0,0,0.37,0.92,28,2,0.63,0.81,0,0.93,3.6,0.83,5,0.62,0.58,1.14,2,False,False,0,,0,
E00835,Employee_835,14,Finance,Master,Entry,796512,3,2014,2.61,1.38,3.06,0.68,43,1,0.15,0.9,1,1,0.59,0.17,0,0.84,4.68,0.39,4,0.65,0.58,1.1,1,False,False,0,,0,
E00836,Employee_836,21,IT,Master,Manager,1996827,0,2004,2.61,3.18,3.46,1.0,41,6,0.43,0.93,66,1,0.43,0.0,0,0.85,3.83,0.55,3,1.0,0.26,1.26,3,False,True,1,2025.0,10,
E00837,Employee_837,20,Operations,Diploma,Mid,903257,3,2025,4.14,3.44,3.82,1.0,32,4,0.42,0.99,14,3,0.65,0.61,0,0.8,4.29,0.59,5,1.0,1.0,0.93,1,True,False,0,,0,
E00838,Employee_838,20,Operations,Bachelor,Mid,1042113,2,2025,3.51,1.42,3.68,1.0,74,0,0.08,0.91,11,1,0.1,0.0,0,0.72,5.0,0.71,4,0.01,0.87,1.02,3,False,True,0,,0,
E00839,Employee_839,9,Legal,Bachelor,Manager,2020496,1,2022,2.52,3.29,3.92,0.9,27,2,0.57,0.93,2,2,0.88,0.01,0,1.0,3.79,0.42,0,0.44,0.44,1.27,0,False,False,0,,0,
E00840,Employee_840,3,Operations,Bachelor,Mid,885844,0,2025,2.95,3.1,5.0,0.98,48,3,0.1,0.9,14,0,1.0,0.14,0,0.79,3.0,0.97,3,0.86,0.45,1.08,2,False,False,0,,0,
E00841,Employee_841,21,IT,Diploma,Mid,1045881,3,2011,3.81,2.84,3.63,1.0,38,0,0.38,1.0,11,2,0.79,0.36,0,0.82,2.44,0.48,4,0.73,0.65,0.8,2,False,False,0,,0,
E00842,Employee_842,18,Operations,Bachelor,Entry,566465,1,2021,2.98,2.85,3.54,0.85,55,3,0.03,0.89,20,0,0.86,0.79,1,0.84,4.04,0.51,0,0.64,0.33,1.09,2,False,True,0,,0,
E00843,Employee_843,9,Sales,Bachelor,Senior,1516168,2,2021,4.81,3.92,2.29,1.0,17,1,0.09,1.0,75,3,0.82,0.62,0,0.49,4.33,0.79,1,0.81,0.41,1.03,1,True,False,0,,0,
E00844,Employee_844,20,Legal,Diploma,Entry,590000,1,2021,2.89,2.6,3.7,1.0,71,2,0.32,0.89,16,3,0.71,0.4,0,0.91,3.28,0.39,2,0.51,0.28,0.66,3,False,True,0,,0,
E00845,Employee_845,14,IT,Diploma,Leadership,4490217,1,2024,3.69,2.69,3.18,0.92,47,4,0.63,0.85,12,2,0.8,0.59,0,0.8,1.99,0.36,0,0.97,0.45,1.18,3,False,True,0,,0,
E00846,Employee_846,21,Operations,Diploma,Senior,1562046,0,2025,3.71,3.32,3.78,0.98,55,3,0.2,0.88,181,1,0.35,0.36,0,0.76,4.7,0.33,3,0.31,0.58,1.27,3,False,False,0,,0,
E00847,Employee_847,19,Legal,PhD,Entry,833232,2,2015,3.97,4.27,3.33,0.99,51,2,0.34,0.94,0,2,0.85,0.67,0,0.81,4.19,0.36,4,0.73,0.66,1.4,0,False,False,0,,0,
E00848,Employee_848,13,HR,Bachelor,Mid,917498,0,2012,1.0,1.0,2.28,0.62,16,3,0.34,0.94,66,0,0.31,0.53,0,0.73,4.65,0.78,4,0.88,0.58,0.99,2,False,True,0,,0,
E00849,Employee_849,24,HR,PhD,Mid,807626,3,2009,2.21,2.94,3.47,0.79,65,1,0.24,0.9,72,3,0.81,0.73,0,0.78,3.84,0.74,0,0.25,0.82,0.71,0,False,False,0,,0,
E00850,Employee_850,0,Operations,Master,Manager,1798675,0,2025,2.43,2.3,2.98,0.79,12,1,0.16,0.86,2,3,0.52,0.56,0,0.75,1.96,0.62,3,0.4,0.39,0.9,2,False,False,0,,0,
E00851,Employee_851,8,Sales,PhD,Senior,1268095,1,2020,3.51,3.37,3.87,0.7,16,2,0.37,0.92,27,3,0.65,0.95,1,0.84,3.32,0.62,1,0.97,0.61,1.25,3,False,False,0,,0,
E00852,Employee_852,22,HR,Bachelor,Entry,482911,2,2006,2.12,2.58,3.62,0.77,40,5,0.14,0.94,44,1,1.0,0.44,0,0.88,4.08,0.52,4,0.94,0.62,1.01,3,False,False,0,,0,
E00853,Employee_853,22,Legal,Bachelor,Senior,938601,2,2018,3.22,3.28,4.43,1.0,31,4,0.71,1.0,11,3,0.86,0.57,0,0.62,4.67,0.46,3,0.81,0.58,0.76,2,False,False,0,,0,
E00854,Employee_854,11,Finance,PhD,Senior,1781647,3,2022,4.83,4.98,5.0,1.0,60,4,0.2,0.85,1,2,1.0,0.65,1,0.66,3.64,0.44,3,0.94,0.39,1.4,2,False,True,0,,0,
E00855,Employee_855,2,Operations,PhD,Mid,902992,0,2025,2.8,3.62,3.18,0.93,47,0,0.11,0.95,24,0,0.91,0.63,1,0.83,4.55,0.9,5,0.87,0.44,0.86,1,False,True,0,,0,
E00856,Employee_856,7,Finance,PhD,Mid,874268,2,2018,3.19,3.92,4.34,1.0,17,0,0.27,0.86,33,2,0.93,0.47,0,0.84,3.13,0.19,3,0.61,0.63,0.81,3,True,False,1,2025.0,10,
E00857,Employee_857,0,Sales,Bachelor,Senior,1600463,0,2025,2.32,1.97,3.96,1.0,14,4,0.46,0.83,22,1,1.0,0.69,0,0.96,4.22,0.6,0,0.71,0.0,1.31,2,False,False,0,,0,
E00858,Employee_858,1,Finance,Bachelor,Entry,614500,0,2024,2.12,1.65,2.41,0.77,46,2,0.29,0.86,56,3,0.88,0.44,0,0.88,3.46,0.51,4,0.76,0.6,1.04,1,False,False,0,,0,
E00859,Employee_859,17,IT,Diploma,Mid,962027,2,2009,3.57,3.62,3.56,0.75,44,2,0.34,0.9,15,2,0.23,0.76,0,0.99,4.19,0.31,3,0.23,0.54,1.14,1,False,False,0,,0,
E00860,Employee_860,21,Sales,PhD,Leadership,3756519,1,2022,2.69,2.99,4.39,0.76,38,4,0.29,0.93,7,2,0.19,0.21,0,0.88,2.85,0.36,4,0.7,0.6,0.86,2,True,False,0,,0,
E00861,Employee_861,15,IT,Master,Senior,1738152,3,2012,2.29,2.72,4.15,0.96,15,5,0.6,0.83,3,3,0.28,0.46,0,0.64,4.49,0.31,3,0.16,0.69,1.08,2,False,True,0,,0,
E00862,Employee_862,24,Legal,Master,Entry,621090,3,2013,4.29,4.36,3.71,1.0,41,2,0.17,0.87,1,2,1.0,0.67,0,0.94,3.54,0.53,2,0.87,1.0,0.77,0,False,True,0,,0,
E00863,Employee_863,0,HR,Diploma,Mid,903706,0,2025,2.4,1.45,1.92,1.0,47,3,0.07,0.95,6,3,0.68,0.35,0,0.89,3.71,0.17,0,0.94,0.71,0.73,2,False,False,0,,0,
E00864,Employee_864,0,IT,Bachelor,Mid,740125,0,2025,2.12,2.71,3.56,1.0,8,1,0.05,0.98,34,3,0.9,0.63,0,0.97,5.0,0.27,2,0.8,0.57,1.04,2,False,False,0,,0,
E00865,Employee_865,24,HR,Diploma,Mid,876361,2,2020,3.63,3.08,2.88,0.97,31,2,0.16,0.93,13,1,0.54,0.9,0,0.78,3.45,0.41,3,0.54,1.0,0.8,1,False,False,0,,0,
E00866,Employee_866,13,Legal,PhD,Senior,1302738,1,2014,3.62,5.0,3.73,1.0,35,2,0.29,0.94,11,1,0.55,0.41,1,1.0,3.61,0.05,0,0.69,0.89,1.12,2,False,False,0,,0,
E00867,Employee_867,21,Operations,PhD,Entry,663621,0,2008,3.61,3.06,2.75,1.0,37,1,0.49,0.95,6,3,0.66,0.77,0,0.96,3.57,0.53,0,0.89,0.33,1.2,3,True,False,0,,0,
E00868,Employee_868,18,HR,PhD,Leadership,3336769,0,2024,2.55,2.35,4.26,0.99,33,0,0.3,0.91,12,0,0.2,0.56,0,0.64,3.75,0.53,2,0.36,0.44,0.88,3,False,False,0,,0,
E00869,Employee_869,1,IT,Master,Senior,1318187,0,2024,2.03,1.71,2.58,0.78,31,0,0.3,0.94,10,0,0.61,0.0,0,0.94,3.72,0.73,1,1.0,0.29,1.16,3,False,True,0,,0,
E00870,Employee_870,25,Legal,Diploma,Mid,656130,0,2010,3.4,2.95,3.21,1.0,33,2,0.87,0.87,0,2,0.59,0.71,0,0.8,3.34,0.71,0,0.28,0.89,1.27,0,False,True,0,,0,
E00871,Employee_871,7,HR,Master,Entry,800379,2,2024,4.42,5.0,4.42,1.0,36,3,0.04,0.87,17,3,0.7,0.54,0,0.69,4.87,0.28,1,0.55,0.96,0.97,1,False,False,1,2025.0,17,
E00872,Employee_872,6,Finance,Diploma,Entry,493696,0,2023,2.32,1.7,2.17,1.0,26,1,0.55,0.98,48,3,0.84,0.17,0,0.92,4.49,0.46,2,0.95,0.5,0.83,0,False,True,0,,0,
E00873,Employee_873,9,Sales,Master,Mid,991080,2,2021,2.59,1.2,3.51,0.9,30,1,0.08,0.95,17,2,0.89,0.7,0,0.95,4.07,0.68,1,0.1,0.71,0.84,1,False,False,0,,0,
E00874,Employee_874,14,Finance,Diploma,Mid,1053445,1,2022,3.38,3.79,3.57,1.0,29,2,0.02,0.9,12,0,0.23,1.0,0,0.66,3.0,0.47,5,0.38,0.61,0.9,1,False,False,0,,0,
